#	profile	energy	nuELumNum	nuEBarLumNum	nuMuLumNum	nuMuBarLumNum	nuELumEnergy	nuEBarLumEnergy	nuMuLumEnergy	nuMuBarLumEnergy
20	1.4	8.3244269e+51	8.3911872e+51	1.7850266e+51	1.7876319e+51	1.1654198e+52	1.1747662e+52	2.4990372e+51	2.5026847e+51
20	1.42	8.2475568e+51	8.2743174e+51	1.7651029e+51	1.7661472e+51	1.1711531e+52	1.1749531e+52	2.5064461e+51	2.5079291e+51
20	1.44	8.1663202e+51	8.1564515e+51	1.7445404e+51	1.7441552e+51	1.1759501e+52	1.174529e+52	2.5121381e+51	2.5115835e+51
20	1.46	8.0785308e+51	8.0335353e+51	1.7227085e+51	1.7209525e+51	1.1794655e+52	1.1728961e+52	2.5151544e+51	2.5125907e+51
20	1.48	7.9895675e+51	7.9082463e+51	1.7005211e+51	1.6973475e+51	1.182456e+52	1.1704205e+52	2.5167712e+51	2.5120743e+51
20	1.5	7.8983006e+51	7.7855772e+51	1.6782714e+51	1.6738722e+51	1.1847451e+52	1.1678366e+52	2.517407e+51	2.5108084e+51
20	1.52	7.7988622e+51	7.6537006e+51	1.6541846e+51	1.6485196e+51	1.185427e+52	1.1633625e+52	2.5143607e+51	2.5057498e+51
20	1.54	7.7047149e+51	7.5259809e+51	1.6311297e+51	1.6241545e+51	1.1865261e+52	1.1590011e+52	2.5119398e+51	2.5011979e+51
20	1.56	7.5982124e+51	7.3899718e+51	1.6057893e+51	1.5976625e+51	1.1853211e+52	1.1528356e+52	2.5050312e+51	2.4923535e+51
20	1.58	7.4970052e+51	7.2599468e+51	1.5816407e+51	1.5723893e+51	1.1845268e+52	1.1470716e+52	2.4989924e+51	2.4843752e+51
20	1.6	7.3924937e+51	7.1304061e+51	1.5571169e+51	1.5468887e+51	1.182799e+52	1.140865e+52	2.4913871e+51	2.475022e+51
20	1.62	7.2830205e+51	6.9935861e+51	1.5313302e+51	1.5200348e+51	1.1798493e+52	1.132961e+52	2.4807549e+51	2.4624564e+51
20	1.64	7.1771737e+51	6.8625992e+51	1.5065113e+51	1.4942348e+51	1.1770565e+52	1.1254663e+52	2.4706786e+51	2.4505451e+51
20	1.66	7.0645949e+51	6.7269724e+51	1.4804363e+51	1.4672603e+51	1.1727227e+52	1.1166774e+52	2.4575243e+51	2.4356522e+51
20	1.68	6.9571222e+51	6.5944857e+51	1.4552809e+51	1.4411288e+51	1.1687965e+52	1.1078736e+52	2.444872e+51	2.4210963e+51
20	1.7	6.8419423e+51	6.460834e+51	1.4290498e+51	1.4141767e+51	1.1631302e+52	1.0983418e+52	2.4293846e+51	2.4041004e+51
20	1.72	6.7286452e+51	6.3273992e+51	1.4030755e+51	1.3874165e+51	1.157327e+52	1.0883127e+52	2.4132898e+51	2.3863565e+51
20	1.74	6.6160963e+51	6.1962804e+51	1.3773981e+51	1.3610144e+51	1.1512008e+52	1.0781528e+52	2.3966726e+51	2.3681651e+51
20	1.76	6.5012393e+51	6.0639808e+51	1.3513258e+51	1.3342614e+51	1.1442181e+52	1.0672606e+52	2.3783334e+51	2.3483001e+51
20	1.78	6.3870044e+51	5.9330305e+51	1.32545e+51	1.3077333e+51	1.1368868e+52	1.0560794e+52	2.3593011e+51	2.3277653e+51
20	1.8	6.2722729e+51	5.802608e+51	1.2995576e+51	1.2812286e+51	1.1290091e+52	1.0444694e+52	2.3392037e+51	2.3062114e+51
20	1.82	6.1590109e+51	5.67518e+51	1.2741125e+51	1.2552306e+51	1.12094e+52	1.0328828e+52	2.3188847e+51	2.2845197e+51
20	1.84	6.0445057e+51	5.5480012e+51	1.248532e+51	1.2291555e+51	1.112189e+52	1.0208322e+52	2.2972989e+51	2.2616461e+51
20	1.86	5.9301172e+51	5.4229307e+51	1.2231504e+51	1.2033571e+51	1.1030018e+52	1.0086651e+52	2.2750598e+51	2.2382441e+51
20	1.88	5.8139686e+51	5.296055e+51	1.1973887e+51	1.1771767e+51	1.0930261e+52	9.9565833e+51	2.2510908e+51	2.2130923e+51
20	1.9	5.7005332e+51	5.1729982e+51	1.1723035e+51	1.151716e+51	1.0831013e+52	9.8286966e+51	2.2273767e+51	2.1882605e+51
20	1.92	5.5892113e+51	5.0524595e+51	1.1477054e+51	1.1267582e+51	1.0731286e+52	9.7007223e+51	2.2035943e+51	2.1633758e+51
20	1.94	5.477127e+51	4.9324872e+51	1.1230604e+51	1.1018053e+51	1.0625626e+52	9.5690252e+51	2.1787371e+51	2.1375024e+51
20	1.96	5.3660667e+51	4.8153546e+51	1.0987928e+51	1.0773008e+51	1.0517491e+52	9.438095e+51	2.1536339e+51	2.1115096e+51
20	1.98	5.2524669e+51	4.6956366e+51	1.0739785e+51	1.0522477e+51	1.0399885e+52	9.2973606e+51	2.1264774e+51	2.0834505e+51
20	2	5.1438608e+51	4.5825106e+51	1.0503711e+51	1.0284639e+51	1.0287722e+52	9.1650213e+51	2.1007421e+51	2.0569278e+51
20	2.02	5.036196e+51	4.4704793e+51	1.0269782e+51	1.0049007e+51	1.0173116e+52	9.0303681e+51	2.074496e+51	2.0298994e+51
20	2.04	4.9248201e+51	4.3571391e+51	1.0030021e+51	9.8084787e+50	1.0046633e+52	8.8885639e+51	2.0461242e+51	2.0009297e+51
20	2.06	4.8185806e+51	4.2481829e+51	9.8005801e+50	9.5779778e+50	9.9262761e+51	8.7512568e+51	2.0189195e+51	1.9730634e+51
20	2.08	4.7129238e+51	4.140533e+51	9.5730168e+50	9.3496367e+50	9.8028814e+51	8.6123087e+51	1.9911875e+51	1.9447244e+51
20	2.1	4.607897e+51	4.0340103e+51	9.3472345e+50	9.1232706e+50	9.6765838e+51	8.4714216e+51	1.9629193e+51	1.9158868e+51
20	2.12	4.5031268e+51	3.9315554e+51	9.1253297e+50	8.9022693e+50	9.5466288e+51	8.3348974e+51	1.9345699e+51	1.8872811e+51
20	2.14	4.4006094e+51	3.8281519e+51	8.9054434e+50	8.6820372e+50	9.4173042e+51	8.192245e+51	1.9057649e+51	1.857956e+51
20	2.16	4.301831e+51	3.7300273e+51	8.6948936e+50	8.4717425e+50	9.2919549e+51	8.0568589e+51	1.878097e+51	1.8298964e+51
20	2.18	4.2024223e+51	3.6317872e+51	8.4834464e+50	8.2607514e+50	9.1612805e+51	7.9172961e+51	1.8493913e+51	1.8008438e+51
20	2.2	4.1009593e+51	3.5336601e+51	8.2695017e+50	8.0481086e+50	9.0221104e+51	7.7740522e+51	1.8192904e+51	1.7705839e+51
20	2.22	4.0057305e+51	3.4409492e+51	8.068167e+50	7.8477565e+50	8.8927218e+51	7.6389072e+51	1.7911331e+51	1.7422019e+51
20	2.24	3.9106839e+51	3.34917e+51	7.8678763e+50	7.648741e+50	8.759932e+51	7.5021408e+51	1.7624043e+51	1.713318e+51
20	2.26	3.8157423e+51	3.2581324e+51	7.6683662e+50	7.4507544e+50	8.6235776e+51	7.3633792e+51	1.7330508e+51	1.6838705e+51
20	2.28	3.7241958e+51	3.1705049e+51	7.4761254e+50	7.2600431e+50	8.4911664e+51	7.2287511e+51	1.7045566e+51	1.6552898e+51
20	2.3	3.6329138e+51	3.0842969e+51	7.2854591e+50	7.071357e+50	8.3557017e+51	7.0938829e+51	1.6756556e+51	1.6264121e+51
20	2.32	3.5430292e+51	2.9992529e+51	7.0975756e+50	6.8853625e+50	8.2198279e+51	6.9582667e+51	1.6466375e+51	1.5974041e+51
20	2.34	3.4546659e+51	2.9161372e+51	6.913299e+50	6.7031338e+50	8.0839181e+51	6.8237611e+51	1.617712e+51	1.5685333e+51
20	2.36	3.3673875e+51	2.8349742e+51	6.7320994e+50	6.5243208e+50	7.9470346e+51	6.6905392e+51	1.5887755e+51	1.5397397e+51
20	2.38	3.2826089e+51	2.7567383e+51	6.5566157e+50	6.3513904e+50	7.8126091e+51	6.5610371e+51	1.5604745e+51	1.5116309e+51
20	2.4	3.1987319e+51	2.6788769e+51	6.3825987e+50	6.1797211e+50	7.6769566e+51	6.4293045e+51	1.5318237e+51	1.4831331e+51
20	2.42	3.1149935e+51	2.6026978e+51	6.2102264e+50	6.0102989e+50	7.5382843e+51	6.2985287e+51	1.5028748e+51	1.4544923e+51
20	2.44	3.0361728e+51	2.5290623e+51	6.0462909e+50	5.8483869e+50	7.4082617e+51	6.170912e+51	1.475295e+51	1.4270064e+51
20	2.46	2.9571265e+51	2.4574459e+51	5.883834e+50	5.6888295e+50	7.2745311e+51	6.0453168e+51	1.4474232e+51	1.3994521e+51
20	2.48	2.8788421e+51	2.3869527e+51	5.7233212e+50	5.5313573e+50	7.1395284e+51	5.9196426e+51	1.4193837e+51	1.3717766e+51
20	2.5	2.8030868e+51	2.3185262e+51	5.56781e+50	5.3787063e+50	7.0077171e+51	5.7963156e+51	1.3919525e+51	1.3446766e+51
20	2.52	2.7290431e+51	2.2514902e+51	5.4156765e+50	5.2293076e+50	6.8771887e+51	5.6737553e+51	1.3647505e+51	1.3177855e+51
20	2.54	2.6543543e+51	2.1860879e+51	5.2641547e+50	5.08141e+50	6.7420599e+51	5.5526631e+51	1.3370953e+51	1.2906781e+51
20	2.56	2.5839063e+51	2.1220668e+51	5.1191991e+50	4.9389625e+50	6.6148002e+51	5.4324911e+51	1.310515e+51	1.2643744e+51
20	2.58	2.5129209e+51	2.0595316e+51	4.9748622e+50	4.7979233e+50	6.4833358e+51	5.3135916e+51	1.2835144e+51	1.2378642e+51
20	2.6	2.4456075e+51	2.0004663e+51	4.8381971e+50	4.6644771e+50	6.3585796e+51	5.2012125e+51	1.2579312e+51	1.2127641e+51
20	2.62	2.3777653e+51	1.9404366e+51	4.7000211e+50	4.52935e+50	6.2297451e+51	5.0839439e+51	1.2314055e+51	1.1866897e+51
20	2.64	2.3121452e+51	1.8828309e+51	4.5667708e+50	4.3992275e+50	6.1040633e+51	4.9706735e+51	1.2056275e+51	1.161396e+51
20	2.66	2.2469187e+51	1.8264093e+51	4.4350524e+50	4.2709453e+50	5.9768037e+51	4.8582488e+51	1.1797239e+51	1.1360714e+51
20	2.68	2.1845982e+51	1.7724468e+51	4.3091548e+50	4.1483093e+50	5.8547233e+51	4.7501575e+51	1.1548535e+51	1.1117469e+51
20	2.7	2.1243972e+51	1.7191674e+51	4.1865323e+50	4.0283881e+50	5.7358725e+51	4.6417521e+51	1.1303637e+51	1.0876648e+51
20	2.72	2.0631834e+51	1.6673722e+51	4.0639263e+50	3.9094578e+50	5.6118589e+51	4.5352524e+51	1.105388e+51	1.0633725e+51
20	2.74	2.0044213e+51	1.6173373e+51	3.9459565e+50	3.7948938e+50	5.4921144e+51	4.4315042e+51	1.0811921e+51	1.0398009e+51
20	2.76	1.9470956e+51	1.5682243e+51	3.8306073e+50	3.6827497e+50	5.3739839e+51	4.3282991e+51	1.0572476e+51	1.0164389e+51
20	2.78	1.8910585e+51	1.520059e+51	3.7177144e+50	3.5729288e+50	5.2571426e+51	4.225764e+51	1.0335246e+51	9.9327421e+50
20	2.8	1.8371249e+51	1.4739083e+51	3.6092397e+50	3.4674915e+50	5.1439497e+51	4.1269432e+51	1.0105871e+51	9.7089761e+50
20	2.82	1.7832632e+51	1.4287062e+51	3.5016846e+50	3.3633159e+50	5.0288023e+51	4.0289516e+51	9.8747506e+50	9.4845508e+50
20	2.84	1.7314414e+51	1.38445e+51	3.3975337e+50	3.2621175e+50	4.9172937e+51	3.931838e+51	9.6489958e+50	9.2644138e+50
20	2.86	1.6794754e+51	1.3415842e+51	3.2944151e+50	3.1625503e+50	4.8032997e+51	3.8369308e+51	9.4220271e+50	9.0448938e+50
20	2.88	1.6309271e+51	1.3004037e+51	3.1970879e+50	3.0680984e+50	4.69707e+51	3.7451626e+51	9.207613e+50	8.8361234e+50
20	2.9	1.5824409e+51	1.2601663e+51	3.100663e+50	2.9748927e+50	4.5890785e+51	3.6544822e+51	8.9919227e+50	8.6271889e+50
20	2.92	1.5352753e+51	1.220684e+51	3.0065668e+50	2.883795e+50	4.4830039e+51	3.5643973e+51	8.779175e+50	8.4206813e+50
20	2.94	1.4899928e+51	1.1829959e+51	2.9164177e+50	2.7966096e+50	4.380579e+51	3.4780079e+51	8.5742679e+50	8.2220323e+50
20	2.96	1.4448795e+51	1.1453817e+51	2.8265468e+50	2.7096654e+50	4.2768434e+51	3.3903298e+51	8.3665786e+50	8.0206096e+50
20	2.98	1.401457e+51	1.1094106e+51	2.7402481e+50	2.6262746e+50	4.1763419e+51	3.3060435e+51	8.1659393e+50	7.8262983e+50
20	3	1.3584122e+51	1.0747706e+51	2.6555896e+50	2.5448962e+50	4.0752367e+51	3.2243118e+51	7.9667688e+50	7.6346885e+50
20	3.02	1.317357e+51	1.0399493e+51	2.5732871e+50	2.4650265e+50	3.9784183e+51	3.1406469e+51	7.771327e+50	7.44438e+50
20	3.04	1.277169e+51	1.0072242e+51	2.4939116e+50	2.3885634e+50	3.8825938e+51	3.0619615e+51	7.5814911e+50	7.2612327e+50
20	3.06	1.2384806e+51	9.7544332e+50	2.417256e+50	2.3146036e+50	3.7897506e+51	2.9848566e+51	7.3968034e+50	7.0826871e+50
20	3.08	1.2000001e+51	9.4423402e+50	2.3413626e+50	2.2415479e+50	3.6960004e+51	2.9082408e+51	7.211397e+50	6.9039674e+50
20	3.1	1.1635634e+51	9.1446977e+50	2.2693143e+50	2.1721035e+50	3.6070464e+51	2.8348563e+51	7.0348744e+50	6.733521e+50
20	3.12	1.1270765e+51	8.8479161e+50	2.1972779e+50	2.1027243e+50	3.5164788e+51	2.7605498e+51	6.8555072e+50	6.5604998e+50
20	3.14	1.0915976e+51	8.5599655e+50	2.1272867e+50	2.0353415e+50	3.4276165e+51	2.6878292e+51	6.6796804e+50	6.3909724e+50
20	3.16	1.0571197e+51	8.2837237e+50	2.0595834e+50	1.9703129e+50	3.3404983e+51	2.6176567e+51	6.5082836e+50	6.2261889e+50
20	3.18	1.0241652e+51	8.0161244e+50	1.9945603e+50	1.9077073e+50	3.2568453e+51	2.5491276e+51	6.3427018e+50	6.0665092e+50
20	3.2	9.9252644e+50	7.7567803e+50	1.9319211e+50	1.8472943e+50	3.1760846e+51	2.4821697e+51	6.1821477e+50	5.9113417e+50
20	3.22	9.61576e+50	7.5089006e+50	1.8711533e+50	1.7889314e+50	3.0962747e+51	2.417866e+51	6.0251137e+50	5.7603592e+50
20	3.24	9.3031699e+50	7.262479e+50	1.8101229e+50	1.7304833e+50	3.0142271e+51	2.3530432e+51	5.8647981e+50	5.6067658e+50
20	3.26	9.0102122e+50	7.0249519e+50	1.7523505e+50	1.6748741e+50	2.9373292e+51	2.2901343e+51	5.7126627e+50	5.4600897e+50
20	3.28	8.7217599e+50	6.7966438e+50	1.6959529e+50	1.6208237e+50	2.8607372e+51	2.2292992e+51	5.5627254e+50	5.3163016e+50
20	3.3	8.4462277e+50	6.5749157e+50	1.6417628e+50	1.5687334e+50	2.7872551e+51	2.1697222e+51	5.4178173e+50	5.1768201e+50
20	3.32	8.1757149e+50	6.3575842e+50	1.5885912e+50	1.5176372e+50	2.7143373e+51	2.1107179e+51	5.2741227e+50	5.0385554e+50
20	3.34	7.9092169e+50	6.1462221e+50	1.5364484e+50	1.4676461e+50	2.6416784e+51	2.0528382e+51	5.1317375e+50	4.9019378e+50
20	3.36	7.6569264e+50	5.9455233e+50	1.4870326e+50	1.4202437e+50	2.5727273e+51	1.9976958e+51	4.9964294e+50	4.7720187e+50
20	3.38	7.4021683e+50	5.7449117e+50	1.4373125e+50	1.3726367e+50	2.5019329e+51	1.9417802e+51	4.8581162e+50	4.6395121e+50
20	3.4	7.1639983e+50	5.555781e+50	1.3906917e+50	1.3279297e+50	2.4357594e+51	1.8889655e+51	4.7283519e+50	4.5149611e+50
20	3.42	6.9327052e+50	5.3721243e+50	1.3454182e+50	1.2845153e+50	2.3709852e+51	1.8372665e+51	4.6013303e+50	4.3930423e+50
20	3.44	6.7017353e+50	5.1910942e+50	1.300415e+50	1.241461e+50	2.305397e+51	1.7857364e+51	4.4734276e+50	4.2706259e+50
20	3.46	6.4843189e+50	5.0211991e+50	1.2580973e+50	1.2009979e+50	2.2435743e+51	1.7373349e+51	4.3530167e+50	4.1554527e+50
20	3.48	6.2740687e+50	4.853242e+50	1.2168546e+50	1.1614057e+50	2.1833759e+51	1.6889282e+51	4.234654e+50	4.0416918e+50
20	3.5	6.0616749e+50	4.6886707e+50	1.1756367e+50	1.1220541e+50	2.1215862e+51	1.6410347e+51	4.1147285e+50	3.9271894e+50
20	3.52	5.8639079e+50	4.5315318e+50	1.1369166e+50	1.0849195e+50	2.0640956e+51	1.5950992e+51	4.0019464e+50	3.8189168e+50
20	3.54	5.6688872e+50	4.3791754e+50	1.0989613e+50	1.0486293e+50	2.0067861e+51	1.5502281e+51	3.8903231e+50	3.7121477e+50
20	3.56	5.4816011e+50	4.2345164e+50	1.0626559e+50	1.0139875e+50	1.95145e+51	1.5074878e+51	3.7830552e+50	3.6097953e+50
20	3.58	5.2991652e+50	4.0902792e+50	1.0270004e+50	9.798226e+49	1.8971011e+51	1.46432e+51	3.6766613e+50	3.5077649e+50
20	3.6	5.1223143e+50	3.9508717e+50	9.9247248e+49	9.4675599e+49	1.8440331e+51	1.4223138e+51	3.5729009e+50	3.4083216e+50
20	3.62	4.9508537e+50	3.8175884e+50	9.591608e+49	9.1493421e+49	1.792209e+51	1.381967e+51	3.4721621e+50	3.3120618e+50
20	3.64	4.7845951e+50	3.6881814e+50	9.2684516e+49	8.8405673e+49	1.7415926e+51	1.342498e+51	3.3737164e+50	3.2179665e+50
20	3.66	4.6224992e+50	3.5640633e+50	8.9551758e+49	8.5421126e+49	1.6918347e+51	1.3044472e+51	3.2775943e+50	3.1264132e+50
20	3.68	4.4662859e+50	3.4416973e+50	8.6508649e+49	8.2510109e+49	1.6435932e+51	1.2665446e+51	3.1835183e+50	3.036372e+50
20	3.7	4.3166735e+50	3.3241347e+50	8.3590921e+49	7.9717458e+49	1.5971692e+51	1.2299299e+51	3.0928641e+50	2.9495459e+50
20	3.72	4.1704869e+50	3.2109269e+50	8.0754527e+49	7.7009767e+49	1.5514211e+51	1.1944648e+51	3.0040684e+50	2.8647633e+50
20	3.74	4.0286224e+50	3.1014242e+50	7.8005122e+49	7.4386656e+49	1.5067048e+51	1.1599327e+51	2.9173916e+50	2.7820609e+50
20	3.76	3.8932864e+50	2.9945766e+50	7.5361416e+49	7.1854128e+49	1.4638757e+51	1.1259608e+51	2.8335892e+50	2.7017152e+50
20	3.78	3.7597074e+50	2.8918706e+50	7.2776093e+49	6.938929e+49	1.4211694e+51	1.0931271e+51	2.7509363e+50	2.6229152e+50
20	3.8	3.6321789e+50	2.7928985e+50	7.0299851e+49	6.7024491e+49	1.380228e+51	1.0613014e+51	2.6713943e+50	2.5469307e+50
20	3.82	3.5069925e+50	2.697e+50	6.7880058e+49	6.4718997e+49	1.3396711e+51	1.030254e+51	2.5930182e+50	2.4722657e+50
20	3.84	3.3883179e+50	2.6040551e+50	6.5568362e+49	6.2507713e+49	1.3011141e+51	9.9995717e+50	2.5178251e+50	2.4002962e+50
20	3.86	3.2709126e+50	2.5139927e+50	6.3297886e+49	6.0343945e+49	1.2625723e+51	9.704012e+50	2.4432984e+50	2.3292763e+50
20	3.88	3.1597338e+50	2.4283667e+50	6.1144852e+49	5.8290632e+49	1.2259767e+51	9.4220629e+50	2.3724202e+50	2.2616765e+50
20	3.9	3.0509883e+50	2.3436748e+50	5.9030731e+49	5.6270382e+49	1.1898855e+51	9.1403317e+50	2.3021985e+50	2.1945449e+50
20	3.92	2.9447659e+50	2.2629885e+50	5.6983484e+49	5.4322793e+49	1.1543482e+51	8.8709148e+50	2.2337526e+50	2.1294535e+50
20	3.94	2.8429445e+50	2.184008e+50	5.5006759e+49	5.2435206e+49	1.1201201e+51	8.6049914e+50	2.1672663e+50	2.0659471e+50
20	3.96	2.7432493e+50	2.1078762e+50	5.3081789e+49	5.0602194e+49	1.0863267e+51	8.3471897e+50	2.1020388e+50	2.0038469e+50
20	3.98	2.6484779e+50	2.0345028e+50	5.124314e+49	4.8847053e+49	1.0540942e+51	8.097321e+50	2.039477e+50	1.9441127e+50
20	4	2.5563283e+50	1.9632207e+50	4.9455894e+49	4.7141244e+49	1.0225313e+51	7.8528828e+50	1.9782358e+50	1.8856498e+50
20	4.02	2.4663435e+50	1.8955261e+50	4.7727346e+49	4.5499685e+49	9.914701e+50	7.6200151e+50	1.9186393e+50	1.8290873e+50
20	4.04	2.3805827e+50	1.8289528e+50	4.6061973e+49	4.3909193e+49	9.617554e+50	7.3889695e+50	1.8609037e+50	1.7739314e+50
20	4.06	2.298052e+50	1.7651324e+50	4.4461469e+49	4.2381708e+49	9.3300911e+50	7.1664377e+50	1.8051357e+50	1.7206973e+50
20	4.08	2.2174295e+50	1.7037323e+50	4.2906224e+49	4.0901479e+49	9.0471125e+50	6.9512279e+50	1.7505739e+50	1.6687803e+50
20	4.1	2.1397306e+50	1.6444603e+50	4.1406514e+49	3.9473682e+49	8.7728953e+50	6.7422872e+50	1.6976671e+50	1.618421e+50
20	4.12	2.0648327e+50	1.5860523e+50	3.9949753e+49	3.8081274e+49	8.5071109e+50	6.5345355e+50	1.6459298e+50	1.5689485e+50
20	4.14	1.9919868e+50	1.5309347e+50	3.8547666e+49	3.6748373e+49	8.2468252e+50	6.3380697e+50	1.5958734e+50	1.5213826e+50
20	4.16	1.9206919e+50	1.4761833e+50	3.7168379e+49	3.5433649e+49	7.9900782e+50	6.1409224e+50	1.5462046e+50	1.4740398e+50
20	4.18	1.8528054e+50	1.423944e+50	3.5854112e+49	3.4180446e+49	7.7447267e+50	5.9520857e+50	1.4987019e+50	1.4287426e+50
20	4.2	1.786452e+50	1.3733038e+50	3.4573189e+49	3.2960844e+49	7.5030986e+50	5.7678758e+50	1.4520739e+50	1.3843555e+50
20	4.22	1.7234438e+50	1.3242832e+50	3.3348688e+49	3.1790932e+49	7.2729327e+50	5.588475e+50	1.4073146e+50	1.3415773e+50
20	4.24	1.6628876e+50	1.2778687e+50	3.2177942e+49	3.0675375e+49	7.0506433e+50	5.4181634e+50	1.3643447e+50	1.3006359e+50
20	4.26	1.6021527e+50	1.2320303e+50	3.1009969e+49	2.9565537e+49	6.8251703e+50	5.2484492e+50	1.3210247e+50	1.2594919e+50
20	4.28	1.5450435e+50	1.1883309e+50	2.9906503e+49	2.8514403e+49	6.6127863e+50	5.0860562e+50	1.2799983e+50	1.2204165e+50
20	4.3	1.48936e+50	1.1461531e+50	2.8834345e+49	2.7494953e+49	6.4042479e+50	4.9284583e+50	1.2398768e+50	1.182283e+50
20	4.32	1.4362804e+50	1.1044294e+50	2.7799062e+49	2.6503987e+49	6.2047312e+50	4.7711349e+50	1.2009195e+50	1.1449722e+50
20	4.34	1.3838854e+50	1.0652501e+50	2.6794659e+49	2.5551159e+49	6.0060628e+50	4.6231853e+50	1.1628882e+50	1.1089203e+50
20	4.36	1.3346736e+50	1.0269818e+50	2.5838441e+49	2.4637649e+49	5.8191768e+50	4.4776408e+50	1.126556e+50	1.0742015e+50
20	4.38	1.2861839e+50	9.8986555e+49	2.4901412e+49	2.3745005e+49	5.6334854e+50	4.3356111e+50	1.0906818e+50	1.0400312e+50
20	4.4	1.2393867e+50	9.5458028e+49	2.4001767e+49	2.2890287e+49	5.4533014e+50	4.2001532e+50	1.0560777e+50	1.0071726e+50
20	4.42	1.1932146e+50	9.1969896e+49	2.3113551e+49	2.2046134e+49	5.2740086e+50	4.0650694e+50	1.0216189e+50	9.7443911e+49
20	4.44	1.1508005e+50	8.8661106e+49	2.2288493e+49	2.1257472e+49	5.109554e+50	3.9365531e+50	9.8960909e+49	9.4383177e+49
20	4.46	1.108548e+50	8.5446323e+49	2.1473691e+49	2.0482104e+49	4.9441241e+50	3.810906e+50	9.577266e+49	9.1350186e+49
20	4.48	1.0679155e+50	8.2337457e+49	2.0688613e+49	1.9734272e+49	4.7842616e+50	3.6887181e+50	9.2684988e+49	8.8409541e+49
20	4.5	1.0288062e+50	7.9309385e+49	1.9929844e+49	1.9009957e+49	4.6296281e+50	3.5689223e+50	8.9684297e+49	8.5544807e+49
20	4.52	9.9114544e+49	7.6456274e+49	1.9204663e+49	1.8320406e+49	4.4799774e+50	3.4558236e+50	8.6805078e+49	8.2808234e+49
20	4.54	9.5419208e+49	7.3652807e+49	1.849276e+49	1.7643308e+49	4.3320321e+50	3.3438374e+50	8.3957129e+49	8.010062e+49
20	4.56	9.1879344e+49	7.0926488e+49	1.7807244e+49	1.6989542e+49	4.1896981e+50	3.2342478e+50	8.1201032e+49	7.747231e+49
20	4.58	8.8481928e+49	6.8327622e+49	1.7150864e+49	1.6364326e+49	4.0524723e+50	3.1294051e+50	7.8550955e+49	7.4948611e+49
20	4.6	8.5176926e+49	6.5813053e+49	1.6513526e+49	1.5757835e+49	3.9181386e+50	3.0274004e+50	7.5962221e+49	7.2486043e+49
20	4.62	8.2021571e+49	6.3402486e+49	1.5904186e+49	1.5177561e+49	3.7893966e+50	2.9291948e+50	7.3477339e+49	7.0120333e+49
20	4.64	7.8965942e+49	6.1065393e+49	1.5313867e+49	1.4615284e+49	3.6640197e+50	2.8334343e+50	7.1056344e+49	6.7814917e+49
20	4.66	7.6030888e+49	5.880827e+49	1.4745772e+49	1.4073645e+49	3.5430394e+50	2.7404654e+50	6.8715298e+49	6.5583188e+49
20	4.68	7.3224938e+49	5.6651571e+49	1.4202765e+49	1.3555976e+49	3.4269271e+50	2.6512935e+50	6.6468942e+49	6.3441969e+49
20	4.7	7.0405467e+49	5.4522495e+49	1.3660463e+49	1.3040617e+49	3.3090569e+50	2.5625573e+50	6.4204175e+49	6.1290899e+49
20	4.72	6.7805176e+49	5.2527799e+49	1.3157598e+49	1.2561386e+49	3.2004043e+50	2.4793121e+50	6.2103864e+49	5.9289744e+49
20	4.74	6.5251968e+49	5.0578301e+49	1.2664632e+49	1.2091981e+49	3.0929433e+50	2.3974115e+50	6.0030358e+49	5.7315989e+49
20	4.76	6.2736073e+49	4.8652631e+49	1.2178464e+49	1.1628846e+49	2.9862371e+50	2.3158652e+50	5.7969487e+49	5.5353306e+49
20	4.78	6.0352388e+49	4.6831531e+49	1.1718138e+49	1.1190475e+49	2.8848441e+50	2.2385472e+50	5.6012698e+49	5.3490472e+49
20	4.8	5.8056405e+49	4.5073652e+49	1.1274418e+49	1.0767756e+49	2.7867074e+50	2.1635353e+50	5.4117207e+49	5.1685228e+49
20	4.82	5.587254e+49	4.3378528e+49	1.085035e+49	1.0362761e+49	2.6930564e+50	2.090845e+50	5.2298686e+49	4.9948507e+49
20	4.84	5.3734367e+49	4.1749221e+49	1.0437805e+49	9.970075e+48	2.6007433e+50	2.0206623e+50	5.0518977e+49	4.8255163e+49
20	4.86	5.167775e+49	4.0191e+49	1.0041777e+49	9.5934973e+48	2.5115386e+50	1.9532826e+50	4.8803036e+49	4.6624397e+49
20	4.88	4.9679831e+49	3.8639112e+49	9.6537203e+48	9.2228474e+48	2.4243757e+50	1.8855887e+50	4.7110155e+49	4.5007495e+49
20	4.9	4.77768e+49	3.7192055e+49	9.2868129e+48	8.8737346e+48	2.3410632e+50	1.8224107e+50	4.5505383e+49	4.3481299e+49
20	4.92	4.5915722e+49	3.576161e+49	8.9266582e+48	8.5303858e+48	2.2590535e+50	1.7594712e+50	4.3919158e+49	4.1969498e+49
20	4.94	4.4141161e+49	3.441055e+49	8.5843722e+48	8.2046272e+48	2.1805733e+50	1.6998812e+50	4.2406799e+49	4.0530859e+49
20	4.96	4.2423398e+49	3.3079566e+49	8.2510179e+48	7.8863673e+48	2.1042005e+50	1.6407465e+50	4.0925049e+49	3.9116382e+49
