#	profile	energy	nuELumNum	nuEBarLumNum	nuELumEnergy	nuEBarLumEnergy
6	3.34	1.7334589e+50	6.9134153e+46	5.7897526e+50	2.3090807e+47
6	3.35	1.7274385e+50	6.7743811e+46	5.7869189e+50	2.2694177e+47
6	3.36	1.7213226e+50	6.6310069e+46	5.7836439e+50	2.2280183e+47
6	3.37	1.7151246e+50	6.4824755e+46	5.7799699e+50	2.1845942e+47
6	3.38	1.7088161e+50	6.3173176e+46	5.7757985e+50	2.1352533e+47
6	3.39	1.7023981e+50	6.1718207e+46	5.7711296e+50	2.0922472e+47
6	3.4	1.6958463e+50	6.0293881e+46	5.7658775e+50	2.049992e+47
6	3.41	1.6891398e+50	5.8796772e+46	5.7599668e+50	2.0049699e+47
6	3.42	1.6823336e+50	5.7181992e+46	5.7535808e+50	1.9556241e+47
6	3.43	1.6754326e+50	5.5350531e+46	5.7467338e+50	1.8985232e+47
6	3.44	1.6683851e+50	5.3029636e+46	5.7392446e+50	1.8242195e+47
6	3.45	1.661175e+50	4.929823e+46	5.7310536e+50	1.7007889e+47
6	3.46	1.6538486e+50	4.84297e+46	5.7223161e+50	1.6756676e+47
6	3.47	1.6463614e+50	4.8233347e+46	5.7128739e+50	1.6736971e+47
6	3.48	1.6387057e+50	4.8046467e+46	5.7026958e+50	1.672017e+47
6	3.49	1.6308899e+50	4.785572e+46	5.6918057e+50	1.6701646e+47
6	3.5	1.6229819e+50	4.7662843e+46	5.6804368e+50	1.6681995e+47
6	3.51	1.6149002e+50	4.7466077e+46	5.6682997e+50	1.6660593e+47
6	3.52	1.606655e+50	4.7266414e+46	5.6554255e+50	1.6637778e+47
6	3.53	1.5982366e+50	4.7067509e+46	5.6417751e+50	1.6614831e+47
6	3.54	1.5896693e+50	4.6866537e+46	5.6274292e+50	1.6590754e+47
6	3.55	1.580939e+50	4.666361e+46	5.6123336e+50	1.6565582e+47
6	3.56	1.5720465e+50	4.6457855e+46	5.5964854e+50	1.6538997e+47
6	3.57	1.5630169e+50	4.6249909e+46	5.5799703e+50	1.6511218e+47
6	3.58	1.5538154e+50	4.6039112e+46	5.5626593e+50	1.6482002e+47
6	3.59	1.5444597e+50	4.5825769e+46	5.5446102e+50	1.6451451e+47
6	3.6	1.534943e+50	4.5610833e+46	5.5257947e+50	1.64199e+47
6	3.61	1.5252899e+50	4.5392576e+46	5.5062965e+50	1.638672e+47
6	3.62	1.515483e+50	4.5174053e+46	5.4860486e+50	1.6353007e+47
6	3.63	1.5055165e+50	4.4951051e+46	5.4650251e+50	1.6317232e+47
6	3.64	1.4954049e+50	4.472949e+46	5.4432739e+50	1.6281534e+47
6	3.65	1.4851457e+50	4.4506115e+46	5.420782e+50	1.6244732e+47
6	3.66	1.474739e+50	4.4282792e+46	5.3975446e+50	1.6207502e+47
6	3.67	1.4641856e+50	4.4061868e+46	5.3735611e+50	1.6170705e+47
6	3.68	1.453505e+50	4.3839601e+46	5.3488984e+50	1.6132973e+47
6	3.69	1.4426951e+50	4.3612837e+46	5.3235451e+50	1.6093137e+47
6	3.7	1.4317584e+50	4.3382182e+46	5.297506e+50	1.6051407e+47
6	3.71	1.4206961e+50	4.3146878e+46	5.2707825e+50	1.6007492e+47
6	3.72	1.4095136e+50	4.2907677e+46	5.2433906e+50	1.5961656e+47
6	3.73	1.3982132e+50	4.2665626e+46	5.2153352e+50	1.5914279e+47
6	3.74	1.3867991e+50	4.2420372e+46	5.1866285e+50	1.5865219e+47
6	3.75	1.3752764e+50	4.2172015e+46	5.1572866e+50	1.5814506e+47
6	3.76	1.3636497e+50	4.1920582e+46	5.1273229e+50	1.5762139e+47
6	3.77	1.3519256e+50	4.1666468e+46	5.0967594e+50	1.5708258e+47
6	3.78	1.3401074e+50	4.1409605e+46	5.0656061e+50	1.5652831e+47
6	3.79	1.3282014e+50	4.11501e+46	5.0338834e+50	1.5595888e+47
6	3.8	1.3162097e+50	4.0888195e+46	5.001597e+50	1.5537514e+47
6	3.81	1.3041382e+50	4.0623841e+46	4.9687667e+50	1.5477683e+47
6	3.82	1.2919923e+50	4.0460914e+46	4.9354107e+50	1.5456069e+47
6	3.83	1.2797768e+50	4.0295185e+46	4.901545e+50	1.5433056e+47
6	3.84	1.2674973e+50	4.0079232e+46	4.8671897e+50	1.5390425e+47
6	3.85	1.2551585e+50	3.9843957e+46	4.8323603e+50	1.5339924e+47
6	3.86	1.2427639e+50	3.9596356e+46	4.7970688e+50	1.5284193e+47
6	3.87	1.2303194e+50	3.9339645e+46	4.761336e+50	1.5224443e+47
6	3.88	1.2178318e+50	3.9075595e+46	4.7251873e+50	1.5161331e+47
6	3.89	1.2053033e+50	3.8805267e+46	4.68863e+50	1.5095249e+47
6	3.9	1.1927433e+50	3.8529751e+46	4.6516988e+50	1.5026603e+47
6	3.91	1.1801572e+50	3.824938e+46	4.6144145e+50	1.4955508e+47
6	3.92	1.1675504e+50	3.7965018e+46	4.5767977e+50	1.4882287e+47
6	3.93	1.1549247e+50	3.7676547e+46	4.5388542e+50	1.4806883e+47
6	3.94	1.1422868e+50	3.7384444e+46	4.50061e+50	1.4729471e+47
6	3.95	1.12963e+50	3.7089164e+46	4.4620386e+50	1.465022e+47
6	3.96	1.1169638e+50	3.6791379e+46	4.4231767e+50	1.4569386e+47
6	3.97	1.1042948e+50	3.6490296e+46	4.3840502e+50	1.4486648e+47
6	3.98	1.0916289e+50	3.6186385e+46	4.3446828e+50	1.4402181e+47
6	3.99	1.0789672e+50	3.5880191e+46	4.3050791e+50	1.4316196e+47
6	4	1.0663157e+50	3.5571411e+46	4.2652629e+50	1.4228564e+47
6	4.01	1.053685e+50	3.5260114e+46	4.2252767e+50	1.4139306e+47
6	4.02	1.041263e+50	3.4946365e+46	4.1858771e+50	1.4048439e+47
6	4.03	1.0287906e+50	3.4630238e+46	4.1460263e+50	1.3955986e+47
6	4.04	1.0163256e+50	3.431172e+46	4.1059555e+50	1.3861935e+47
6	4.05	1.0038811e+50	3.3990767e+46	4.0657186e+50	1.3766261e+47
6	4.06	9.9146529e+49	3.3667291e+46	4.0253491e+50	1.366892e+47
6	4.07	9.7908298e+49	3.3341172e+46	3.9848677e+50	1.3569857e+47
6	4.08	9.6673877e+49	3.3012132e+46	3.9442942e+50	1.346895e+47
6	4.09	9.5443917e+49	3.2679826e+46	3.9036562e+50	1.3366049e+47
6	4.1	9.4218691e+49	3.2343679e+46	3.8629663e+50	1.3260908e+47
6	4.11	9.299879e+49	3.2002742e+46	3.8222503e+50	1.3153127e+47
6	4.12	9.1788682e+49	3.1655532e+46	3.7816937e+50	1.3042079e+47
6	4.13	9.0600549e+49	3.1299258e+46	3.7418027e+50	1.2926593e+47
6	4.14	8.9421169e+49	3.0927831e+46	3.7020364e+50	1.2804122e+47
6	4.15	8.8240168e+49	3.0521866e+46	3.661967e+50	1.2666574e+47
6	4.16	8.7061203e+49	3.0035854e+46	3.6217461e+50	1.2494915e+47
6	4.17	8.5886842e+49	2.9761545e+46	3.5814813e+50	1.2410564e+47
6	4.18	8.4718035e+49	2.9490359e+46	3.5412139e+50	1.232697e+47
6	4.19	8.3555529e+49	2.921824e+46	3.5009767e+50	1.2242442e+47
6	4.2	8.2399776e+49	2.8945334e+46	3.4607906e+50	1.215704e+47
6	4.21	8.1251835e+49	2.8671621e+46	3.4207022e+50	1.2070752e+47
6	4.22	8.0123086e+49	2.8397094e+46	3.3811942e+50	1.1983574e+47
6	4.23	7.8999872e+49	2.8121834e+46	3.3416946e+50	1.1895536e+47
6	4.24	7.7880706e+49	2.7845852e+46	3.3021419e+50	1.1806641e+47
6	4.25	7.6768757e+49	2.7569238e+46	3.2626722e+50	1.1716926e+47
6	4.26	7.566496e+49	2.729194e+46	3.2233273e+50	1.1626366e+47
6	4.27	7.4570092e+49	2.701401e+46	3.1841429e+50	1.1534982e+47
6	4.28	7.3484355e+49	2.6735525e+46	3.1451304e+50	1.1442805e+47
6	4.29	7.2407551e+49	2.6456483e+46	3.1062839e+50	1.1349831e+47
6	4.3	7.1342066e+49	2.6176846e+46	3.0677088e+50	1.1256044e+47
6	4.31	7.0288307e+49	2.5896674e+46	3.029426e+50	1.1161466e+47
6	4.32	6.9244198e+49	2.5616519e+46	2.9913494e+50	1.1066336e+47
6	4.33	6.8208895e+49	2.5337252e+46	2.9534451e+50	1.097103e+47
6	4.34	6.7183428e+49	2.5057341e+46	2.9157608e+50	1.0874886e+47
6	4.35	6.6167024e+49	2.4776725e+46	2.8782655e+50	1.0777876e+47
6	4.36	6.5160189e+49	2.4495525e+46	2.8409842e+50	1.0680049e+47
6	4.37	6.4163753e+49	2.4213836e+46	2.803956e+50	1.0581446e+47
6	4.38	6.3177367e+49	2.3931731e+46	2.7671687e+50	1.0482098e+47
6	4.39	6.2201114e+49	2.3649297e+46	2.7306289e+50	1.0382041e+47
6	4.4	6.1235056e+49	2.3366668e+46	2.6943425e+50	1.0281334e+47
6	4.41	6.027958e+49	2.3084512e+46	2.6583295e+50	1.018027e+47
6	4.42	5.9334465e+49	2.2801786e+46	2.6225834e+50	1.007839e+47
6	4.43	5.8400069e+49	2.2518782e+46	2.5871231e+50	9.9758206e+46
6	4.44	5.7476773e+49	2.2235622e+46	2.5519687e+50	9.8726161e+46
6	4.45	5.6564062e+49	2.1952247e+46	2.5171008e+50	9.7687497e+46
6	4.46	5.5662053e+49	2.1668745e+46	2.4825276e+50	9.6642605e+46
6	4.47	5.4770731e+49	2.1386731e+46	2.4482517e+50	9.5598686e+46
6	4.48	5.3890108e+49	2.1110255e+46	2.4142768e+50	9.4573943e+46
6	4.49	5.302019e+49	2.0830484e+46	2.3806065e+50	9.3528874e+46
6	4.5	5.2161042e+49	2.0549707e+46	2.3472469e+50	9.2473682e+46
6	4.51	5.1312728e+49	2.0268411e+46	2.314204e+50	9.1410535e+46
6	4.52	5.0474965e+49	1.9986825e+46	2.2814684e+50	9.034045e+46
6	4.53	4.9648062e+49	1.9705076e+46	2.2490572e+50	8.9263994e+46
6	4.54	4.883167e+49	1.9423251e+46	2.2169578e+50	8.8181559e+46
6	4.55	4.8025973e+49	1.9141416e+46	2.1851818e+50	8.7093444e+46
6	4.56	4.7231341e+49	1.8859596e+46	2.1537491e+50	8.5999759e+46
6	4.57	4.6448746e+49	1.8577843e+46	2.1227077e+50	8.4900742e+46
6	4.58	4.56763e+49	1.8296199e+46	2.0919745e+50	8.379659e+46
6	4.59	4.4913978e+49	1.8014701e+46	2.0615516e+50	8.2687478e+46
6	4.6	4.4162031e+49	1.7733385e+46	2.0314534e+50	8.1573572e+46
6	4.61	4.3420218e+49	1.7452284e+46	2.001672e+50	8.0455027e+46
6	4.62	4.2688811e+49	1.7171428e+46	1.9722231e+50	7.9331995e+46
6	4.63	4.1967552e+49	1.6890848e+46	1.9430976e+50	7.8204626e+46
6	4.64	4.1256543e+49	1.6610573e+46	1.9143036e+50	7.7073058e+46
6	4.65	4.0555526e+49	1.6330631e+46	1.885832e+50	7.5937433e+46
6	4.66	3.9864324e+49	1.6051049e+46	1.8576775e+50	7.4797886e+46
6	4.67	3.9182978e+49	1.5771856e+46	1.8298451e+50	7.3654568e+46
6	4.68	3.8511421e+49	1.5493077e+46	1.8023345e+50	7.25076e+46
6	4.69	3.7850003e+49	1.5214736e+46	1.7751651e+50	7.1357114e+46
6	4.7	3.7198614e+49	1.4936859e+46	1.7483349e+50	7.0203238e+46
6	4.71	3.6556672e+49	1.4659472e+46	1.7218193e+50	6.9046112e+46
6	4.72	3.5924125e+49	1.4382597e+46	1.6956187e+50	6.788586e+46
6	4.73	3.5300759e+49	1.4106258e+46	1.6697259e+50	6.6722601e+46
6	4.74	3.4686608e+49	1.3830474e+46	1.6441452e+50	6.5556448e+46
6	4.75	3.4081616e+49	1.3555266e+46	1.6188768e+50	6.4387511e+46
6	4.76	3.3485708e+49	1.3280652e+46	1.5939197e+50	6.3215902e+46
6	4.77	3.2898801e+49	1.3006651e+46	1.5692728e+50	6.2041723e+46
6	4.78	3.2320809e+49	1.2733282e+46	1.5449347e+50	6.0865086e+46
6	4.79	3.1751644e+49	1.2460562e+46	1.5209037e+50	5.9686093e+46
6	4.8	3.1191213e+49	1.2188504e+46	1.4971782e+50	5.850482e+46
6	4.81	3.0639424e+49	1.1917103e+46	1.4737563e+50	5.7321266e+46
6	4.82	3.009618e+49	1.1646403e+46	1.4506359e+50	5.6135664e+46
6	4.83	2.9561394e+49	1.137638e+46	1.4278153e+50	5.4947916e+46
6	4.84	2.9034964e+49	1.1107015e+46	1.4052923e+50	5.3757952e+46
6	4.85	2.8516793e+49	1.08384e+46	1.3830645e+50	5.2566238e+46
6	4.86	2.8006783e+49	1.0570419e+46	1.3611297e+50	5.1372238e+46
6	4.87	2.7504831e+49	1.0303072e+46	1.3394853e+50	5.0175959e+46
6	4.88	2.7010973e+49	1.0036649e+46	1.3181355e+50	4.8978849e+46
6	4.89	2.6524982e+49	9.7708492e+45	1.2970716e+50	4.7779453e+46
6	4.9	2.6046935e+49	9.5055246e+45	1.2762998e+50	4.657707e+46
6	4.91	2.5576929e+49	9.240844e+45	1.2558272e+50	4.5372544e+46
6	4.92	2.5115374e+49	8.976995e+45	1.2356764e+50	4.4166815e+46
6	4.93	2.4660646e+49	8.7138672e+45	1.2157698e+50	4.2959365e+46
6	4.94	2.4213162e+49	8.4512142e+45	1.1961302e+50	4.1748998e+46
6	4.95	2.3772893e+49	8.1887691e+45	1.1767582e+50	4.0534407e+46
6	4.96	2.333977e+49	7.9260359e+45	1.1576526e+50	3.9313138e+46
6	4.97	2.2913711e+49	7.6628908e+45	1.1388114e+50	3.8084567e+46
6	4.98	2.2494628e+49	7.4027046e+45	1.1202325e+50	3.6865469e+46
6	4.99	2.2082431e+49	7.1428152e+45	1.1019133e+50	3.5642648e+46
6	5	2.1677031e+49	6.8826478e+45	1.0838516e+50	3.4413239e+46
6	5.01	2.1278335e+49	6.621797e+45	1.0660446e+50	3.3175203e+46
6	5.02	2.0886253e+49	6.3599046e+45	1.0484899e+50	3.1926721e+46
6	5.03	2.0500693e+49	6.0960955e+45	1.0311849e+50	3.066336e+46
6	5.04	2.0121565e+49	5.8292592e+45	1.0141269e+50	2.9379466e+46
6	5.05	1.9748778e+49	5.5586904e+45	9.9731328e+49	2.8071386e+46
6	5.06	1.9382243e+49	5.2852214e+45	9.8074149e+49	2.674322e+46
6	5.07	1.9021871e+49	5.0121777e+45	9.6440886e+49	2.5411741e+46
6	5.08	1.8667574e+49	4.7393725e+45	9.4831276e+49	2.4076012e+46
6	5.09	1.8319265e+49	4.4693528e+45	9.3245056e+49	2.2749006e+46
6	5.1	1.7976855e+49	4.2107722e+45	9.1681963e+49	2.1474938e+46
6	5.11	1.7640261e+49	3.9512226e+45	9.0141735e+49	2.0190748e+46
6	5.12	1.7309397e+49	3.6981368e+45	8.8624113e+49	1.893446e+46
6	5.13	1.6984178e+49	3.4096851e+45	8.7128834e+49	1.7491684e+46
6	5.14	1.6664522e+49	3.1866833e+45	8.5655642e+49	1.6379552e+46
6	5.15	1.6350517e+49	2.9558666e+45	8.420516e+49	1.5222713e+46
6	5.16	1.6042392e+49	2.710916e+45	8.2778741e+49	1.3988326e+46
6	5.17	1.5739523e+49	2.4449122e+45	8.1373336e+49	1.2640196e+46
6	5.18	1.5441861e+49	2.176599e+45	7.9988838e+49	1.1274783e+46
6	5.19	1.5149351e+49	1.9093791e+45	7.8625133e+49	9.9096776e+45
6	5.2	1.4861873e+49	1.6088251e+45	7.7281739e+49	8.3658907e+45
6	5.21	1.4579356e+49	1.3705308e+45	7.5958447e+49	7.1404657e+45
6	5.22	1.4301705e+49	1.0884121e+45	7.46549e+49	5.6815111e+45
6	5.23	1.402886e+49	7.5638404e+44	7.3370938e+49	3.9558885e+45
6	5.24	1.3760736e+49	6.8016241e+44	7.2106254e+49	3.564051e+45
6	5.25	1.3497273e+49	5.6885429e+44	7.0860686e+49	2.986485e+45
6	5.26	1.3238441e+49	5.3634508e+44	6.96342e+49	2.8211751e+45
6	5.27	1.2984147e+49	5.2544769e+44	6.8426457e+49	2.7691093e+45
6	5.28	1.2734306e+49	5.170369e+44	6.7237136e+49	2.7299548e+45
6	5.29	1.2488863e+49	5.0943119e+44	6.6066087e+49	2.694891e+45
6	5.3	1.2247754e+49	5.0195241e+44	6.4913094e+49	2.6603478e+45
6	5.31	1.2010904e+49	4.9457635e+44	6.3777898e+49	2.6262004e+45
6	5.32	1.1778256e+49	4.8728567e+44	6.2660324e+49	2.5923598e+45
6	5.33	1.1549747e+49	4.800799e+44	6.1560152e+49	2.5588259e+45
6	5.34	1.1325318e+49	4.7295859e+44	6.0477199e+49	2.5255989e+45
6	5.35	1.1105092e+49	4.6592122e+44	5.9412243e+49	2.4926785e+45
6	5.36	1.0889338e+49	4.5896734e+44	5.8366854e+49	2.4600649e+45
6	5.37	1.0677313e+49	4.5209641e+44	5.7337168e+49	2.4277577e+45
6	5.38	1.0469148e+49	4.4530795e+44	5.6324014e+49	2.3957568e+45
6	5.39	1.0264701e+49	4.3860144e+44	5.5326737e+49	2.3640617e+45
6	5.4	1.006407e+49	4.3197632e+44	5.4345977e+49	2.3326721e+45
6	5.41	9.86698e+48	4.2543207e+44	5.3380362e+49	2.3015875e+45
6	5.42	9.673565e+48	4.1896813e+44	5.2430722e+49	2.2708073e+45
6	5.43	9.4837267e+48	4.1258396e+44	5.1496636e+49	2.2403309e+45
6	5.44	9.2980307e+48	4.0627897e+44	5.0581287e+49	2.2101576e+45
6	5.45	9.1161434e+48	4.0005252e+44	4.9682981e+49	2.1802862e+45
6	5.46	8.9373866e+48	3.9390424e+44	4.8798131e+49	2.1507171e+45
6	5.47	8.7616285e+48	3.8783347e+44	4.7926108e+49	2.1214491e+45
6	5.48	8.5889881e+48	3.8183956e+44	4.7067655e+49	2.0924808e+45
6	5.49	8.4194606e+48	3.7592191e+44	4.6222839e+49	2.0638113e+45
6	5.5	8.2530167e+48	3.700799e+44	4.5391592e+49	2.0354395e+45
6	5.51	8.0896161e+48	3.6431293e+44	4.4573785e+49	2.0073643e+45
6	5.52	7.9292163e+48	3.5862037e+44	4.3769274e+49	1.9795844e+45
6	5.53	7.7718411e+48	3.5300158e+44	4.2978281e+49	1.9520987e+45
6	5.54	7.6174266e+48	3.4745592e+44	4.2200543e+49	1.9249058e+45
6	5.55	7.4658662e+48	3.4198275e+44	4.1435557e+49	1.8980043e+45
6	5.56	7.3171128e+48	3.365814e+44	4.0683147e+49	1.8713926e+45
6	5.57	7.1711244e+48	3.3125122e+44	3.9943163e+49	1.8450693e+45
6	5.58	7.0278645e+48	3.2599151e+44	3.9215484e+49	1.8190326e+45
6	5.59	6.8872835e+48	3.2080158e+44	3.8499915e+49	1.7932808e+45
6	5.6	6.7493398e+48	3.1568072e+44	3.7796303e+49	1.767812e+45
6	5.61	6.613988e+48	3.106282e+44	3.7104473e+49	1.7426242e+45
6	5.62	6.481187e+48	3.0564326e+44	3.6424271e+49	1.7177151e+45
6	5.63	6.3508909e+48	3.0072507e+44	3.5755516e+49	1.6930822e+45
6	5.64	6.2230618e+48	2.9587281e+44	3.5098068e+49	1.6687226e+45
6	5.65	6.0976531e+48	2.9108552e+44	3.445174e+49	1.6446332e+45
6	5.66	5.974624e+48	2.8636212e+44	3.3816372e+49	1.6208096e+45
6	5.67	5.8539341e+48	2.8170136e+44	3.3191807e+49	1.5972467e+45
6	5.68	5.7355428e+48	2.7710154e+44	3.2577883e+49	1.5739367e+45
6	5.69	5.6194102e+48	2.7256023e+44	3.1974444e+49	1.5508677e+45
6	5.7	5.5054972e+48	2.6807292e+44	3.1381334e+49	1.5280156e+45
6	5.71	5.3937645e+48	2.6362694e+44	3.0798395e+49	1.5053098e+45
6	5.72	5.2841741e+48	2.5917241e+44	3.0225476e+49	1.4824662e+45
6	5.73	5.1766878e+48	2.5494016e+44	2.9662421e+49	1.4608071e+45
6	5.74	5.0712698e+48	2.5076802e+44	2.9109089e+49	1.4394085e+45
6	5.75	4.9678828e+48	2.4665518e+44	2.8565326e+49	1.4182673e+45
6	5.76	4.86649e+48	2.4260111e+44	2.8030982e+49	1.3973824e+45
6	5.77	4.7670583e+48	2.3860448e+44	2.7505926e+49	1.3767478e+45
6	5.78	4.6695502e+48	2.3466846e+44	2.699e+49	1.3563837e+45
6	5.79	4.5739334e+48	2.3078945e+44	2.6483075e+49	1.3362709e+45
6	5.8	4.4801731e+48	2.2696697e+44	2.5985004e+49	1.3164084e+45
6	5.81	4.3882347e+48	2.232004e+44	2.5495644e+49	1.2967943e+45
6	5.82	4.2980883e+48	2.1948902e+44	2.5014874e+49	1.2774261e+45
6	5.83	4.209701e+48	2.158322e+44	2.4542557e+49	1.2583017e+45
6	5.84	4.1230381e+48	2.1222937e+44	2.4078542e+49	1.2394195e+45
6	5.85	4.0380844e+48	2.086798e+44	2.3622794e+49	1.2207769e+45
6	5.86	3.9547859e+48	2.0518301e+44	2.3175045e+49	1.2023725e+45
6	5.87	3.873141e+48	2.0173838e+44	2.2735337e+49	1.1842043e+45
6	5.88	3.7930955e+48	1.9834509e+44	2.2303401e+49	1.1662691e+45
6	5.89	3.7146807e+48	1.9500341e+44	2.1879469e+49	1.1485701e+45
6	5.9	3.6380241e+48	1.9171188e+44	2.1464342e+49	1.1311001e+45
6	5.91	3.5627387e+48	1.8846965e+44	2.1055786e+49	1.1138557e+45
6	5.92	3.4889109e+48	1.8527632e+44	2.0654353e+49	1.0968358e+45
6	5.93	3.416528e+48	1.8213279e+44	2.0260011e+49	1.0800474e+45
6	5.94	3.3455685e+48	1.79038e+44	1.9872677e+49	1.0634857e+45
6	5.95	3.2760086e+48	1.7598981e+44	1.9492251e+49	1.0471394e+45
6	5.96	3.2078241e+48	1.729877e+44	1.9118632e+49	1.0310067e+45
6	5.97	3.1409903e+48	1.7003124e+44	1.8751712e+49	1.0150865e+45
6	5.98	3.0754827e+48	1.6712086e+44	1.8391386e+49	9.9938272e+44
6	5.99	3.011277e+48	1.6426533e+44	1.8037549e+49	9.8394936e+44
6	6	2.9483492e+48	1.614582e+44	1.7690095e+49	9.6874921e+44
6	6.01	2.8866757e+48	1.5868904e+44	1.7348921e+49	9.5372115e+44
6	6.02	2.826233e+48	1.5596009e+44	1.7013923e+49	9.3887972e+44
6	6.03	2.7669983e+48	1.5327228e+44	1.6685e+49	9.2423187e+44
6	6.04	2.7089488e+48	1.5062642e+44	1.6362051e+49	9.097836e+44
6	6.05	2.6520625e+48	1.4802114e+44	1.6044978e+49	8.9552788e+44
6	6.06	2.5963172e+48	1.4546098e+44	1.5733682e+49	8.8149355e+44
6	6.07	2.5416916e+48	1.429461e+44	1.5428068e+49	8.6768284e+44
6	6.08	2.4881644e+48	1.4048638e+44	1.512804e+49	8.5415719e+44
6	6.09	2.4357149e+48	1.3809275e+44	1.4833504e+49	8.4098484e+44
6	6.1	2.3843226e+48	1.3577852e+44	1.4544368e+49	8.2824898e+44
6	6.11	2.3339675e+48	1.3352623e+44	1.4260541e+49	8.1584524e+44
6	6.12	2.2846297e+48	1.3130078e+44	1.3981934e+49	8.035608e+44
6	6.13	2.23629e+48	1.2917964e+44	1.3708458e+49	7.9187118e+44
6	6.14	2.1889292e+48	1.2702772e+44	1.3440025e+49	7.7995022e+44
6	6.15	2.1425286e+48	1.2494812e+44	1.3176551e+49	7.6843095e+44
6	6.16	2.0970699e+48	1.2312973e+44	1.2917951e+49	7.5847912e+44
6	6.17	2.0525349e+48	1.2113906e+44	1.2664141e+49	7.4742799e+44
6	6.18	2.008906e+48	1.1912344e+44	1.2415039e+49	7.3618287e+44
6	6.19	1.9661657e+48	1.1720727e+44	1.2170566e+49	7.25513e+44
6	6.2	1.9242969e+48	1.1541988e+44	1.1930641e+49	7.1560323e+44
6	6.21	1.8832828e+48	1.1387922e+44	1.1695186e+49	7.0718995e+44
6	6.22	1.8431068e+48	1.1218821e+44	1.1464125e+49	6.9781064e+44
6	6.23	1.8037529e+48	1.1104761e+44	1.123738e+49	6.9182664e+44
6	6.24	1.765205e+48	1.1018364e+44	1.1014879e+49	6.875459e+44
6	6.25	1.7274475e+48	1.0912408e+44	1.0796547e+49	6.8202551e+44
6	6.26	1.6904651e+48	1.096001e+44	1.0582312e+49	6.8609662e+44
6	6.27	1.6542427e+48	1.0919616e+44	1.0372102e+49	6.846599e+44
6	6.28	1.6187656e+48	1.0889844e+44	1.0165848e+49	6.8388222e+44
6	6.29	1.5840191e+48	1.0804851e+44	9.96348e+48	6.7962516e+44
6	6.3	1.549989e+48	1.0693337e+44	9.764931e+48	6.7368021e+44
6	6.31	1.5166614e+48	1.0564148e+44	9.5701336e+48	6.6659774e+44
6	6.32	1.4840225e+48	1.0422845e+44	9.3790222e+48	6.5872382e+44
6	6.33	1.4520588e+48	1.0272906e+44	9.191532e+48	6.5027497e+44
6	6.34	1.420757e+48	1.0116648e+44	9.0075992e+48	6.4139548e+44
6	6.35	1.3901041e+48	9.9557586e+43	8.8271611e+48	6.3219067e+44
6	6.36	1.3600875e+48	9.7915278e+43	8.6501563e+48	6.2274117e+44
6	6.37	1.3306945e+48	9.6249737e+43	8.4765238e+48	6.1311082e+44
6	6.38	1.3019128e+48	9.4569191e+43	8.3062038e+48	6.0335144e+44
6	6.39	1.2737305e+48	9.2880393e+43	8.1391381e+48	5.9350571e+44
6	6.4	1.2461357e+48	9.1188949e+43	7.9752683e+48	5.8360927e+44
6	6.41	1.2191168e+48	8.9499548e+43	7.814539e+48	5.7369211e+44
6	6.42	1.1926622e+48	8.781612e+43	7.6568916e+48	5.6377949e+44
6	6.43	1.1667607e+48	8.614192e+43	7.5022715e+48	5.5389255e+44
6	6.44	1.1414018e+48	8.447933e+43	7.3506277e+48	5.4404688e+44
6	6.45	1.116574e+48	8.2831678e+43	7.2019026e+48	5.3426432e+44
6	6.46	1.0922674e+48	8.1202865e+43	7.0560476e+48	5.2457051e+44
6	6.47	1.0684712e+48	7.9592607e+43	6.9130086e+48	5.1496417e+44
6	6.48	1.045177e+48	7.8002386e+43	6.7727469e+48	5.0545546e+44
6	6.49	1.0223735e+48	7.6433437e+43	6.6352039e+48	4.9605301e+44
6	6.5	1.0000508e+48	7.4886788e+43	6.5003304e+48	4.8676412e+44
6	6.51	9.7820114e+47	7.3363283e+43	6.3680894e+48	4.7759497e+44
6	6.52	9.5681172e+47	7.1863609e+43	6.2384124e+48	4.6855073e+44
6	6.53	9.3587759e+47	7.0388312e+43	6.1112806e+48	4.5963568e+44
6	6.54	9.1538915e+47	6.8937816e+43	5.986645e+48	4.5085332e+44
6	6.55	8.953592e+47	6.7512432e+43	5.8646027e+48	4.4220643e+44
6	6.56	8.7576224e+47	6.6112377e+43	5.7450003e+48	4.3369719e+44
6	6.57	8.5656745e+47	6.4737781e+43	5.6276481e+48	4.2532722e+44
6	6.58	8.3777623e+47	6.3388701e+43	5.5125676e+48	4.1709765e+44
6	6.59	8.1938253e+47	6.2065124e+43	5.3997309e+48	4.0900917e+44
6	6.6	8.0137941e+47	6.0766982e+43	5.2891041e+48	4.0106208e+44
6	6.61	7.8375838e+47	5.9494155e+43	5.1806429e+48	3.9325637e+44
6	6.62	7.6651422e+47	5.8246475e+43	5.0743241e+48	3.8559166e+44
6	6.63	7.4963588e+47	5.7023737e+43	4.9700859e+48	3.7806737e+44
6	6.64	7.3311863e+47	5.5825702e+43	4.8679077e+48	3.7068266e+44
6	6.65	7.1695555e+47	5.46521e+43	4.7677544e+48	3.6343646e+44
6	6.66	7.0113643e+47	5.3502636e+43	4.6695686e+48	3.5632755e+44
6	6.67	6.8565528e+47	5.2376991e+43	4.5733207e+48	3.4935453e+44
6	6.68	6.7050886e+47	5.1274831e+43	4.4789992e+48	3.4251587e+44
