#	profile	energy	nuELumNum	nuEBarLumNum	nuMuLumNum	nuMuBarLumNum	nuELumEnergy	nuEBarLumEnergy	nuMuLumEnergy	nuMuBarLumEnergy
59	0.62	3.0045873e+47	4.1368924e+47	7.4108614e+46	7.8527526e+46	1.8628441e+47	2.5648733e+47	4.594734e+46	4.8687066e+46
59	0.64	3.2093128e+47	4.2485518e+47	7.7671289e+46	8.1727003e+46	2.0539602e+47	2.7190732e+47	4.9709625e+46	5.2305282e+46
59	0.66	3.399995e+47	4.3316308e+47	8.0806828e+46	8.4442611e+46	2.2439967e+47	2.8588763e+47	5.3332506e+46	5.5732124e+46
59	0.68	3.5739391e+47	4.3876442e+47	8.3494407e+46	8.6669956e+46	2.4302786e+47	2.983598e+47	5.6776196e+46	5.893557e+46
59	0.7	3.7305904e+47	4.4163186e+47	8.5724626e+46	8.8400736e+46	2.6114133e+47	3.091423e+47	6.0007239e+46	6.1880515e+46
59	0.72	3.8618552e+47	4.419239e+47	8.7409046e+46	8.9584282e+46	2.7805358e+47	3.1818521e+47	6.2934513e+46	6.4500683e+46
59	0.74	3.9795894e+47	4.3999266e+47	8.8728256e+46	9.0368656e+46	2.9448961e+47	3.2559457e+47	6.565891e+46	6.6872806e+46
59	0.76	4.0748471e+47	4.3630456e+47	8.9609945e+46	9.0734663e+46	3.0968838e+47	3.3159146e+47	6.8103558e+46	6.8958344e+46
59	0.78	4.1439091e+47	4.3015824e+47	8.9945844e+46	9.0561177e+46	3.2322491e+47	3.3552343e+47	7.0157759e+46	7.0637718e+46
59	0.8	4.1969961e+47	4.2282636e+47	8.9976289e+46	9.0098313e+46	3.3575969e+47	3.3826109e+47	7.1981031e+46	7.207865e+46
59	0.82	4.2243184e+47	4.1368457e+47	8.9523022e+46	8.9181653e+46	3.4639411e+47	3.3922135e+47	7.3408878e+46	7.3128955e+46
59	0.84	4.2320663e+47	4.0289663e+47	8.867858e+46	8.7885966e+46	3.5549357e+47	3.3843317e+47	7.4490008e+46	7.3824211e+46
59	0.86	4.2248235e+47	3.9223792e+47	8.7655976e+46	8.6475663e+46	3.6333482e+47	3.3732461e+47	7.538414e+46	7.436907e+46
59	0.88	4.1948813e+47	3.8015917e+47	8.6222455e+46	8.468761e+46	3.6914955e+47	3.3454007e+47	7.587576e+46	7.4525097e+46
59	0.9	4.148353e+47	3.6684882e+47	8.4471736e+46	8.2599025e+46	3.7335177e+47	3.3016393e+47	7.6024563e+46	7.4339122e+46
59	0.92	4.082767e+47	3.5338204e+47	8.2466506e+46	8.0324197e+46	3.7561456e+47	3.2511148e+47	7.5869186e+46	7.3898262e+46
59	0.94	4.0091445e+47	3.3968971e+47	8.0340006e+46	7.7950662e+46	3.7685958e+47	3.1930833e+47	7.5519606e+46	7.3273623e+46
59	0.96	3.917401e+47	3.257775e+47	7.796529e+46	7.5391047e+46	3.7607049e+47	3.127464e+47	7.4846678e+46	7.2375405e+46
59	0.98	3.8228131e+47	3.1205818e+47	7.5571475e+46	7.2830961e+46	3.7463568e+47	3.0581701e+47	7.4060046e+46	7.1374341e+46
59	1	3.7100753e+47	2.9767391e+47	7.2890199e+46	7.0028296e+46	3.7100753e+47	2.9767391e+47	7.2890199e+46	7.0028296e+46
59	1.02	3.5951222e+47	2.837496e+47	7.0221106e+46	6.7264408e+46	3.6670246e+47	2.8942459e+47	7.1625528e+46	6.8609696e+46
59	1.04	3.4653906e+47	2.6986543e+47	6.736875e+46	6.43765e+46	3.6040062e+47	2.8066005e+47	7.00635e+46	6.695156e+46
59	1.06	3.3332082e+47	2.5613859e+47	6.4499164e+46	6.1487064e+46	3.5332007e+47	2.715069e+47	6.8369114e+46	6.5176288e+46
59	1.08	3.2032652e+47	2.4281701e+47	6.169328e+46	5.8668408e+46	3.4595264e+47	2.6224238e+47	6.6628742e+46	6.3361881e+46
59	1.1	3.0595217e+47	2.2956486e+47	5.871905e+46	5.5737973e+46	3.3654739e+47	2.5252134e+47	6.4590955e+46	6.1311771e+46
59	1.12	2.9191228e+47	2.1666178e+47	5.5817584e+46	5.2880872e+46	3.2694176e+47	2.426612e+47	6.2515694e+46	5.9226577e+46
59	1.14	2.7829137e+47	2.0440066e+47	5.3025143e+46	5.0141498e+46	3.1725216e+47	2.3301675e+47	6.0448663e+46	5.7161308e+46
59	1.16	2.6397483e+47	1.9243572e+47	5.0170662e+46	4.7378791e+46	3.062108e+47	2.2322543e+47	5.8197968e+46	5.4959397e+46
59	1.18	2.503095e+47	1.8099759e+47	4.7444499e+46	4.4739546e+46	2.9536521e+47	2.1357716e+47	5.5984509e+46	5.2792664e+46
59	1.2	2.3659837e+47	1.6987999e+47	4.4740548e+46	4.2136809e+46	2.8391805e+47	2.0385599e+47	5.3688657e+46	5.056417e+46
59	1.22	2.232985e+47	1.5939845e+47	4.2144132e+46	3.9650381e+46	2.7242417e+47	1.9446612e+47	5.1415841e+46	4.8373465e+46
59	1.24	2.1036427e+47	1.4926137e+47	3.9624014e+46	3.7239424e+46	2.6085169e+47	1.850841e+47	4.9133778e+46	4.6176886e+46
59	1.26	1.9779605e+47	1.3971282e+47	3.7201563e+46	3.4934818e+46	2.4922302e+47	1.7603815e+47	4.687397e+46	4.401787e+46
59	1.28	1.855233e+47	1.3045746e+47	3.4842064e+46	3.2693075e+46	2.3746982e+47	1.6698554e+47	4.4597842e+46	4.1847136e+46
59	1.3	1.7366382e+47	1.2162242e+47	3.2571511e+46	3.0540554e+46	2.2576297e+47	1.5810915e+47	4.2342965e+46	3.970272e+46
59	1.32	1.622754e+47	1.1353004e+47	3.0425362e+46	2.8523035e+46	2.1420353e+47	1.4985966e+47	4.0161478e+46	3.7650406e+46
59	1.34	1.514898e+47	1.0564762e+47	2.8373738e+46	2.658471e+46	2.0299634e+47	1.4156781e+47	3.8020809e+46	3.5623511e+46
59	1.36	1.4138588e+47	9.8311303e+46	2.6455966e+46	2.4774946e+46	1.9228479e+47	1.3370337e+47	3.5980114e+46	3.3693927e+46
59	1.38	1.3142854e+47	9.1339681e+46	2.4588578e+46	2.3024078e+46	1.8137138e+47	1.2604876e+47	3.3932237e+46	3.1773227e+46
59	1.4	1.2223865e+47	8.4822451e+46	2.285787e+46	2.1397673e+46	1.711341e+47	1.1875143e+47	3.2001019e+46	2.9956742e+46
59	1.42	1.135267e+47	7.860893e+46	2.1214095e+46	1.9851401e+46	1.6120792e+47	1.1162468e+47	3.0124015e+46	2.8188989e+46
59	1.44	1.0521378e+47	7.2894147e+46	1.9664315e+46	1.8403015e+46	1.5150785e+47	1.0496757e+47	2.8316614e+46	2.6500342e+46
59	1.46	9.74403e+46	6.7471834e+46	1.8208257e+46	1.7038713e+46	1.4226284e+47	9.8508878e+46	2.6584055e+46	2.4876521e+46
59	1.48	9.0050631e+46	6.2392064e+46	1.6830626e+46	1.5751228e+46	1.3327493e+47	9.2340255e+46	2.4909326e+46	2.3311817e+46
59	1.5	8.3197126e+46	5.7661624e+46	1.555127e+46	1.4554726e+46	1.2479569e+47	8.6492436e+46	2.3326905e+46	2.1832089e+46
59	1.52	7.6819642e+46	5.3237307e+46	1.4358814e+46	1.3438494e+46	1.1676586e+47	8.0920706e+46	2.1825397e+46	2.0426511e+46
59	1.54	7.0738338e+46	4.9086446e+46	1.3227675e+46	1.2382693e+46	1.0893704e+47	7.5593126e+46	2.037062e+46	1.9069347e+46
59	1.56	6.5177736e+46	4.5274508e+46	1.2191949e+46	1.1415209e+46	1.0167727e+47	7.0628232e+46	1.901944e+46	1.7807726e+46
59	1.58	5.9977567e+46	4.1674819e+46	1.1220314e+46	1.0506035e+46	9.4764556e+46	6.5846214e+46	1.7728096e+46	1.6599535e+46
59	1.6	5.5121152e+46	3.8407636e+46	1.0321168e+46	9.6689092e+45	8.8193843e+46	6.1452217e+46	1.6513868e+46	1.5470255e+46
59	1.62	5.0592964e+46	3.5304623e+46	9.4778434e+45	8.8812035e+45	8.1960602e+46	5.7193489e+46	1.5354106e+46	1.438755e+46
59	1.64	4.6421888e+46	3.2449356e+46	8.7012916e+45	8.1560022e+45	7.6131896e+46	5.3216943e+46	1.4270118e+46	1.3375844e+46
59	1.66	4.2531999e+46	2.9805289e+46	7.9787248e+45	7.4820547e+45	7.0603119e+46	4.947678e+46	1.3244683e+46	1.2420211e+46
59	1.68	3.9023237e+46	2.7343861e+46	7.3202786e+45	6.8644815e+45	6.5559038e+46	4.5937687e+46	1.2298068e+46	1.1532329e+46
59	1.7	3.5728325e+46	2.5083174e+46	6.7063937e+45	6.290958e+45	6.0738152e+46	4.2641395e+46	1.1400869e+46	1.0694629e+46
59	1.72	3.2617208e+46	2.2973935e+46	6.1289661e+45	5.7526296e+45	5.6101598e+46	3.9515168e+46	1.0541822e+46	9.8945229e+45
59	1.74	2.9854303e+46	2.1067548e+46	5.6132649e+45	5.2703546e+45	5.1946488e+46	3.6657533e+46	9.7670809e+45	9.170417e+45
59	1.76	2.7268191e+46	1.9282349e+46	5.1304925e+45	4.8188385e+45	4.7992015e+46	3.3936934e+46	9.0296668e+45	8.4811558e+45
59	1.78	2.4868151e+46	1.7600962e+46	4.6803041e+45	4.3966962e+45	4.4265308e+46	3.1329712e+46	8.3309413e+45	7.8261192e+45
59	1.8	2.2694037e+46	1.6109136e+46	4.2752267e+45	4.0182456e+45	4.0849266e+46	2.8996444e+46	7.695408e+45	7.2328421e+45
59	1.82	2.0673152e+46	1.4715278e+46	3.898072e+45	3.6655612e+45	3.7625136e+46	2.6781806e+46	7.094491e+45	6.6713213e+45
59	1.84	1.883776e+46	1.3424993e+46	3.5534071e+45	3.3421695e+45	3.4661478e+46	2.4701987e+46	6.538269e+45	6.1495919e+45
59	1.86	1.7155984e+46	1.2276075e+46	3.2405049e+45	3.0500624e+45	3.191013e+46	2.28335e+46	6.027339e+45	5.6731161e+45
59	1.88	1.5612492e+46	1.1189787e+46	2.9505498e+45	2.7779501e+45	2.9351486e+46	2.10368e+46	5.5470336e+45	5.2225462e+45
59	1.9	1.4196723e+46	1.0192445e+46	2.6845055e+45	2.5282353e+45	2.6973773e+46	1.9365645e+46	5.1005605e+45	4.8036471e+45
59	1.92	1.2875923e+46	9.2899917e+45	2.4387525e+45	2.2988086e+45	2.4721772e+46	1.7836784e+46	4.6824047e+45	4.4137125e+45
59	1.94	1.1683866e+46	8.4566984e+45	2.2153111e+45	2.0893683e+45	2.26667e+46	1.6405995e+46	4.2977036e+45	4.0533744e+45
59	1.96	1.0610634e+46	7.6983091e+45	2.0134297e+45	1.8997739e+45	2.0796843e+46	1.5088686e+46	3.9463223e+45	3.7235568e+45
59	1.98	9.6497797e+45	7.0028002e+45	1.8312433e+45	1.7279428e+45	1.9106564e+46	1.3865544e+46	3.6258617e+45	3.4213267e+45
59	2	8.7333444e+45	6.3586949e+45	1.6591608e+45	1.5664881e+45	1.7466689e+46	1.271739e+46	3.3183215e+45	3.1329763e+45
59	2.02	7.9037302e+45	5.7772558e+45	1.5035246e+45	1.4205373e+45	1.5965535e+46	1.1670057e+46	3.0371197e+45	2.8694852e+45
59	2.04	7.149864e+45	5.2395805e+45	1.3612844e+45	1.286734e+45	1.4585723e+46	1.0688744e+46	2.7770201e+45	2.6249374e+45
59	2.06	6.4675563e+45	4.7508362e+45	1.2323619e+45	1.1653655e+45	1.3323166e+46	9.7867225e+45	2.5386654e+45	2.4006529e+45
59	2.08	5.8468095e+45	4.3117335e+45	1.1155557e+45	1.0556481e+45	1.2161364e+46	8.9684057e+45	2.3203558e+45	2.1957481e+45
59	2.1	5.2829208e+45	3.9029095e+45	1.0085801e+45	9.5472405e+44	1.1094134e+46	8.19611e+45	2.1180182e+45	2.0049205e+45
59	2.12	4.7728328e+45	3.5372722e+45	9.1217627e+44	8.6395752e+44	1.0118405e+46	7.4990171e+45	1.9338137e+45	1.8315899e+45
59	2.14	4.3019774e+45	3.1967907e+45	8.2292804e+44	7.7979724e+44	9.2062317e+45	6.841132e+45	1.761066e+45	1.6687661e+45
59	2.16	3.87439e+45	2.8885627e+45	7.419654e+44	7.034927e+44	8.3686824e+45	6.2392954e+45	1.6026453e+45	1.5195442e+45
59	2.18	3.4925739e+45	2.6148157e+45	6.6979934e+44	6.3554411e+44	7.6138112e+45	5.7002981e+45	1.4601626e+45	1.3854862e+45
59	2.2	3.1444691e+45	2.3564239e+45	6.0323496e+44	5.7248086e+44	6.917832e+45	5.1841326e+45	1.3271169e+45	1.2594579e+45
59	2.22	2.8244293e+45	2.1277308e+45	5.4281169e+44	5.1562247e+44	6.2702331e+45	4.7235624e+45	1.205042e+45	1.1446819e+45
59	2.24	2.5366472e+45	1.9180905e+45	4.8812942e+44	4.6398975e+44	5.6820897e+45	4.2965228e+45	1.0934099e+45	1.039337e+45
59	2.26	2.2774784e+45	1.7268768e+45	4.3867288e+44	4.171852e+44	5.1471012e+45	3.9027415e+45	9.9140071e+44	9.4283856e+44
59	2.28	2.0388182e+45	1.5523216e+45	3.9326336e+44	3.7427744e+44	4.6485055e+45	3.5392932e+45	8.9664047e+44	8.5335257e+44
59	2.3	1.8257729e+45	1.3982862e+45	3.5288351e+44	3.3620049e+44	4.1992778e+45	3.2160583e+45	8.1163206e+44	7.7326113e+44
59	2.32	1.6307831e+45	1.2541711e+45	3.1565203e+44	3.0095444e+44	3.7834167e+45	2.9096769e+45	7.3231272e+44	6.9821431e+44
59	2.34	1.457735e+45	1.1244312e+45	2.8244925e+44	2.694418e+44	3.4110999e+45	2.631169e+45	6.6093125e+44	6.3049382e+44
59	2.36	1.2977426e+45	1.0099692e+45	2.5223101e+44	2.4100042e+44	3.0626726e+45	2.3835272e+45	5.9526517e+44	5.6876098e+44
59	2.38	1.15631e+45	9.0412241e+44	2.2511088e+44	2.1526906e+44	2.7520177e+45	2.1518113e+45	5.357639e+44	5.1234037e+44
59	2.4	1.0282631e+45	8.0862162e+44	2.005862e+44	1.9201451e+44	2.4678315e+45	1.9406919e+45	4.8140687e+44	4.6083482e+44
59	2.42	9.1190941e+44	7.2149648e+44	1.7827091e+44	1.7083989e+44	2.2068208e+45	1.7460215e+45	4.314156e+44	4.1343254e+44
59	2.44	8.0865943e+44	6.4304588e+44	1.5836941e+44	1.519062e+44	1.973129e+45	1.569032e+45	3.8642135e+44	3.7065113e+44
59	2.46	7.1584421e+44	5.7354406e+44	1.4056833e+44	1.3501495e+44	1.7609768e+45	1.4109184e+45	3.457981e+44	3.3213679e+44
59	2.48	6.3079837e+44	5.0985153e+44	1.2425661e+44	1.1953656e+44	1.56438e+45	1.2644318e+45	3.0815639e+44	2.9645067e+44
59	2.5	5.5649012e+44	4.5312149e+44	1.0991008e+44	1.0587604e+44	1.3912253e+45	1.1328037e+45	2.747752e+44	2.6469009e+44
59	2.52	4.9011138e+44	4.0273502e+44	9.7119804e+43	9.3709873e+43	1.2350807e+45	1.0148922e+45	2.4474191e+44	2.3614888e+44
59	2.54	4.3115294e+44	3.5769239e+44	8.5734099e+43	8.2867241e+43	1.0951285e+45	9.0853866e+44	2.1776461e+44	2.1048279e+44
59	2.56	3.7916808e+44	3.1743155e+44	7.564741e+43	7.3238091e+43	9.7067029e+44	8.1262476e+44	1.9365737e+44	1.8748951e+44
59	2.58	3.3266134e+44	2.8081532e+44	6.6571404e+43	6.4548072e+43	8.5826625e+44	7.2450352e+44	1.7175422e+44	1.6653403e+44
59	2.6	2.9188584e+44	2.488638e+44	5.8627185e+43	5.6948215e+43	7.5890318e+44	6.4704589e+44	1.5243068e+44	1.4806536e+44
59	2.62	2.5565621e+44	2.19795e+44	5.150928e+43	5.0109768e+43	6.6981928e+44	5.7586289e+44	1.3495431e+44	1.3128759e+44
59	2.64	2.2375623e+44	1.9440628e+44	4.5260018e+43	4.4114612e+43	5.9071645e+44	5.1323258e+44	1.1948645e+44	1.1646258e+44
59	2.66	1.9629715e+44	1.7186175e+44	3.982044e+43	3.8866828e+43	5.2215043e+44	4.5715224e+44	1.0592237e+44	1.0338576e+44
59	2.68	1.718485e+44	1.5184229e+44	3.4981889e+43	3.420113e+43	4.6055398e+44	4.0693734e+44	9.3751462e+43	9.1659029e+43
59	2.7	1.5043479e+44	1.3392918e+44	3.0710886e+43	3.0066741e+43	4.0617393e+44	3.6160879e+44	8.2919392e+43	8.1180201e+43
59	2.72	1.3160208e+44	1.1820238e+44	2.6957047e+43	2.6434113e+43	3.5795765e+44	3.2151048e+44	7.3323167e+43	7.1900787e+43
59	2.74	1.150717e+44	1.0413722e+44	2.3639323e+43	2.3212596e+43	3.1529645e+44	2.8533597e+44	6.4771744e+43	6.3602512e+43
59	2.76	1.0051433e+44	9.1776912e+43	2.071987e+43	2.0378886e+43	2.7741956e+44	2.5330428e+44	5.7186843e+43	5.6245724e+43
59	2.78	8.8054318e+43	8.0717653e+43	1.8179129e+43	1.789281e+43	2.44791e+44	2.2439507e+44	5.053798e+43	4.9742011e+43
59	2.8	7.6704257e+43	7.0800751e+43	1.5878451e+43	1.5648062e+43	2.1477192e+44	1.982421e+44	4.4459663e+43	4.3814573e+43
59	2.82	6.6977652e+43	6.2259453e+43	1.3903106e+43	1.3718974e+43	1.8887698e+44	1.7557166e+44	3.9206759e+43	3.8687508e+43
59	2.84	5.8475872e+43	5.467079e+43	1.2165769e+43	1.2017272e+43	1.6607148e+44	1.5526504e+44	3.4550784e+43	3.4129053e+43
59	2.86	5.1143947e+43	4.8059345e+43	1.0661639e+43	1.054126e+43	1.4627169e+44	1.3744973e+44	3.0492288e+43	3.0148004e+43
59	2.88	4.4627045e+43	4.2169632e+43	9.3235567e+42	9.2276541e+42	1.2852589e+44	1.2144854e+44	2.6851843e+43	2.6575644e+43
59	2.9	3.8744815e+43	3.6825961e+43	8.1133818e+42	8.038497e+42	1.1235996e+44	1.0679529e+44	2.3528807e+43	2.3311641e+43
59	2.92	3.3771242e+43	3.2303686e+43	7.0897932e+42	7.0325207e+42	9.8612027e+43	9.4326764e+43	2.0702196e+43	2.053496e+43
59	2.94	2.9523224e+43	2.8264789e+43	6.200124e+42	6.1510127e+42	8.6798279e+43	8.309848e+43	1.8228365e+43	1.8083977e+43
59	2.96	2.5764024e+43	2.4768699e+43	5.4196469e+42	5.3808035e+42	7.6261511e+43	7.331535e+43	1.6042155e+43	1.5927178e+43
59	2.98	2.2386715e+43	2.1642936e+43	4.7197818e+42	4.6907554e+42	6.6712411e+43	6.449595e+43	1.406495e+43	1.3978451e+43
59	3	1.9508498e+43	1.889887e+43	4.1163338e+42	4.0925425e+42	5.8525493e+43	5.669661e+43	1.2349001e+43	1.2277628e+43
59	3.02	1.6973977e+43	1.6505964e+43	3.5869965e+42	3.5687319e+42	5.1261411e+43	4.9848011e+43	1.0832729e+43	1.077757e+43
59	3.04	1.4793774e+43	1.4419945e+43	3.129245e+42	3.114656e+42	4.4973073e+43	4.3836631e+43	9.5129047e+42	9.4685542e+42
59	3.06	1.2850993e+43	1.2565533e+43	2.7217302e+42	2.7105899e+42	3.9324038e+43	3.845053e+43	8.3284944e+42	8.2944051e+42
59	3.08	1.1174824e+43	1.0961722e+43	2.3698003e+42	2.3614839e+42	3.4418459e+43	3.3762105e+43	7.298985e+42	7.2733703e+42
59	3.1	9.7412654e+42	9.5506462e+42	2.0653671e+42	2.0579281e+42	3.0197923e+43	2.9607003e+43	6.4026382e+42	6.379577e+42
59	3.12	8.437963e+42	8.2984384e+42	1.7912732e+42	1.7858281e+42	2.6326445e+43	2.5891128e+43	5.5887724e+42	5.5717838e+42
59	3.14	7.3533814e+42	7.2469388e+42	1.5623534e+42	1.5581994e+42	2.3089617e+43	2.2755388e+43	4.9057898e+42	4.8927463e+42
59	3.16	6.378421e+42	6.2848541e+42	1.3550981e+42	1.3514466e+42	2.015581e+43	1.9860139e+43	4.2821101e+42	4.2705713e+42
59	3.18	5.5377261e+42	5.4585118e+42	1.1766686e+42	1.1735772e+42	1.7609969e+43	1.7358068e+43	3.7418062e+42	3.7319756e+42
59	3.2	4.8080906e+42	4.7489829e+42	1.0224787e+42	1.020172e+42	1.538589e+43	1.5196745e+43	3.2719318e+42	3.2645502e+42
59	3.22	4.1704889e+42	4.129037e+42	8.8774521e+41	8.8612752e+41	1.3428974e+43	1.3295499e+43	2.8585396e+42	2.8533306e+42
59	3.24	3.6109916e+42	3.5808968e+42	7.691549e+41	7.6798043e+41	1.1699613e+43	1.1602106e+43	2.4920619e+42	2.4882566e+42
59	3.26	3.1229403e+42	3.1051348e+42	6.6591632e+41	6.6522144e+41	1.0180785e+43	1.0122739e+43	2.1708872e+42	2.1686219e+42
59	3.28	2.7136633e+42	2.6924345e+42	5.7814177e+41	5.773133e+41	8.9008158e+42	8.8311853e+42	1.896305e+42	1.8935876e+42
59	3.3	2.3422763e+42	2.3266058e+42	4.9925009e+41	4.9863853e+41	7.7295119e+42	7.677799e+42	1.6475253e+42	1.6455072e+42
59	3.32	2.0305148e+42	2.0204116e+42	4.3310308e+41	4.3270878e+41	6.7413092e+42	6.7077666e+42	1.4379022e+42	1.4365931e+42
59	3.34	1.7498514e+42	1.7434705e+42	3.7344152e+41	3.731925e+41	5.8445038e+42	5.8231915e+42	1.2472947e+42	1.246463e+42
59	3.36	1.5203124e+42	1.5130239e+42	3.2430245e+41	3.2401801e+41	5.1082495e+42	5.0837604e+42	1.0896562e+42	1.0887005e+42
59	3.38	1.3111359e+42	1.3085145e+42	2.8000247e+41	2.7990016e+41	4.4316392e+42	4.4227791e+42	9.4640834e+41	9.4606255e+41
59	3.4	1.128405e+42	1.1252912e+42	2.4090404e+41	2.4078253e+41	3.8365769e+42	3.8259902e+42	8.1907374e+41	8.186606e+41
59	3.42	9.7535052e+41	9.7379557e+41	2.0832761e+41	2.0826692e+41	3.3356988e+42	3.3303808e+42	7.1248041e+41	7.1227287e+41
59	3.44	8.3932432e+41	8.3694044e+41	1.7918207e+41	1.7908903e+41	2.8872757e+42	2.8790751e+42	6.1638632e+41	6.1606628e+41
59	3.46	7.236289e+41	7.221598e+41	1.5453418e+41	1.5447685e+41	2.503756e+42	2.4986729e+42	5.3468828e+41	5.3448991e+41
59	3.48	6.2437217e+41	6.2355108e+41	1.3337647e+41	1.3334443e+41	2.1728152e+42	2.1699578e+42	4.6415011e+41	4.640386e+41
59	3.5	5.3675338e+41	5.3659019e+41	1.1470702e+41	1.1470065e+41	1.8786368e+42	1.8780657e+42	4.0147456e+41	4.0145228e+41
59	3.52	4.607793e+41	4.5932145e+41	9.8355846e+40	9.8298952e+40	1.6219431e+42	1.6168115e+42	3.4621258e+41	3.4601231e+41
59	3.54	3.9593073e+41	3.9569563e+41	8.4602456e+40	8.4593281e+40	1.4015948e+42	1.4007625e+42	2.9949269e+41	2.9946022e+41
59	3.56	3.3917171e+41	3.3865525e+41	7.244667e+40	7.2426515e+40	1.2074513e+42	1.2056127e+42	2.5791014e+41	2.5783839e+41
59	3.58	2.9228172e+41	2.9188053e+41	6.2434855e+40	6.2419199e+40	1.0463685e+42	1.0449323e+42	2.2351678e+41	2.2346073e+41
59	3.6	2.4944184e+41	2.4888574e+41	5.3265079e+40	5.3243378e+40	8.9799063e+41	8.9598866e+41	1.9175428e+41	1.9167616e+41
